image,caption
1107471216_4336c9b328,there kid with gun
1110208841_5bb6806afe,black and white border collie catches frisbee in front of audience
1110208841_5bb6806afe,brown and white dog catches frisbee in it mouth in front of group of people
1110208841_5bb6806afe,brown and white dug jumping up to catch frisbee while audience watches
1110208841_5bb6806afe,dog jumps to catch frisbee while many people watch
1110208841_5bb6806afe,agile dog catches frisbee while crowd of onlookers watches closely
1112212364_0c48235fc2,baby sitting on and playing with smooth rocks
1112212364_0c48235fc2,baby stacking rocks on beach
1112212364_0c48235fc2,small boy playing with rocks
1112212364_0c48235fc2,toddler sitting on pile of rocks holding rock at beach
1112212364_0c48235fc2,toddler sits on pile of rocks
111497985_38e9f88856,kid rock climbing against backdrop of green valley
111497985_38e9f88856,woman in striped shirt climbs up mountain
111497985_38e9f88856,young man climbs rocky hill
111497985_38e9f88856,person has striped shirt on and holding on to rope on mountain
111497985_38e9f88856,person in striped shirt mountain climbing
111537217_082a4ba060,man climbing rock wall
111537217_082a4ba060,man climbing side of cliff
111537217_082a4ba060,man rock climbing
111537217_082a4ba060,man with red shoes white shirt and grey pants climbing
111537217_082a4ba060,young man with white tshirt and jeans rappeling up rock wall
111537222_07e56d5a30,climber wearing blue helmet and headlamp attached to rope on rock face
111537222_07e56d5a30,man climbs rocky wall
111537222_07e56d5a30,rock climber climbs large rock
111537222_07e56d5a30,woman in purple snakeskin pants climbs rock
111537222_07e56d5a30,person with blue helmet and purple pants rock climbing
1115565519_d976d4b1f1,child playing with fountain at beach
1115565519_d976d4b1f1,child plays with fountain
1115565519_d976d4b1f1,girl looks at fountain that sprays water
1115565519_d976d4b1f1,little girl playing in water on frog sculpture
1115565519_d976d4b1f1,little girl playing with toy in public fountain
1115679311_245eff2f4b,black dog jumping over log along beach
1115679311_245eff2f4b,black dog runs along beach and jumps over wood barrior
1115679311_245eff2f4b,dog running on beach
1115679311_245eff2f4b,dog jumping over small wall at beach near water
1115679311_245eff2f4b,animal running on beach
111766423_4522d36e56,black and white bird eating seeds out of someone hand
111766423_4522d36e56,black and white bird standing on hand
111766423_4522d36e56,small bird sits in person hand and eats seeds
111766423_4522d36e56,black and white bird standing on hand of someone holding sunflower seeds
111766423_4522d36e56,small bird clinging to finger of hand holding seeds
1117972841_2b9261f95f,brown dog running in sand
1117972841_2b9261f95f,brown dog playing in sand
1117972841_2b9261f95f,brown dog plays at beach
1117972841_2b9261f95f,dog standing in sand
1117972841_2b9261f95f,dog running fast in sand
1118557877_736f339752,little boy stands in surf
1118557877_736f339752,small child wades through water while being guided by another person
1118557877_736f339752,young boy laughs while splashing in ocean
1118557877_736f339752,young boy wearing colorful bathing suit splashing in ocean
1118557877_736f339752,young child splashing in water
1119015538_e8e796281e,little tan dog with large ears running through grass
1119015538_e8e796281e,playful dog running through grass
1119015538_e8e796281e,small dogs ears stick up as it runs in grass
1119015538_e8e796281e,small dog running across lawn
1119015538_e8e796281e,this small beige dog running through grassy field
1119418776_58e4b93eac,black and white dog running through field
1119418776_58e4b93eac,black brown and white dog running through field
1119418776_58e4b93eac,brown black and white dog running through large field with mouth open
1119418776_58e4b93eac,dog running in field
1119418776_58e4b93eac,dog with mouth open running through field torwards camera
1119463452_69d4eecd08,girl in pink swimsuit in pool
1119463452_69d4eecd08,girl swimming in pool
1119463452_69d4eecd08,little girl in pink bathing suit swimming in pool
1119463452_69d4eecd08,little girl swimming in pool
1119463452_69d4eecd08,smiling little girl swimming in outdoor pool
1121416483_c7902d0d49,child standing on head
1121416483_c7902d0d49,little girl standing on head
1121416483_c7902d0d49,small child doing handstand on bed
1121416483_c7902d0d49,young girl does handstand on bed with blue sheets
1121416483_c7902d0d49,girl upside down on bed
112178718_87270d9b4d,guy stands in sand with snowboard behind him
112178718_87270d9b4d,man holds surfboard on beach
112178718_87270d9b4d,man holds snowboard in sand
112178718_87270d9b4d,man with surfboard stands in sand
112178718_87270d9b4d,man standing on white sand and holding snowboard
112243673_fd68255217,people on atvs and dirt bikes traveling along worn path in field surrounded by trees
112243673_fd68255217,three people riding around on atv and motorcycles
112243673_fd68255217,three people on motorbikes follow trail through dry grass
112243673_fd68255217,three people on two dirtbikes and one fourwheeler riding through brown grass
112243673_fd68255217,three people ride offroad bikes through field surrounded by trees
1122944218_8eb3607403,baby in white garment holds flag with crescent moon and star
1122944218_8eb3607403,baby holding small black flag with moon and star on it
1122944218_8eb3607403,baby wearing white gown waves muslim flag
1122944218_8eb3607403,little toddler dressed in white smiling while lady helps him wave flag
1122944218_8eb3607403,baby in white outfit holding black and white flag
1124448967_2221af8dc5,half naked man sleeping on chair outdoors
1124448967_2221af8dc5,older man sits back and relaxes on patio outside adobe building where many bicycles propped
1124448967_2221af8dc5,shirtless man in white cap relaxes in deck chair close to three parked bicycles
1124448967_2221af8dc5,man relaxing in folding chair on street
1124448967_2221af8dc5,topless old man wearing slippers navy blue pants and white hat while reclining in chair outside
1129704496_4a61441f2c,brown and white and black and white dog hauling in floating toy from ocean
1129704496_4a61441f2c,both dogs retrieve play toy from water
1129704496_4a61441f2c,two dogs in ocean playing with toy
1129704496_4a61441f2c,two dogs run through water with rope in mouths
1129704496_4a61441f2c,two dogs tug at chew toy in surf
1130017585_1a219257ac,there three young people one dark haired holding bottled drink one with head tilted back and finger in mouth and one with spiked hair
1130017585_1a219257ac,young people party in streets
1130017585_1a219257ac,three girls make faces as one takes drink while they stand in busy street
1130017585_1a219257ac,three women on street drinking and posing
1130017585_1a219257ac,three young women pose for camera at parade
1130369873_d80a1aa59c,brown dog running through neckdeep water carrying tennis ball
1130369873_d80a1aa59c,brown dog splashes in water while carrying ball in mouth
1130369873_d80a1aa59c,brown dog swims through water outdoors with tennis ball in mouth
1130369873_d80a1aa59c,red dog holding ball splashes through vegetation filled water
1130369873_d80a1aa59c,brown dog with tennis ball in mouth in water and bushes
1130401779_8c30182e3e,two brown dogs creating large splashes as they run in river
1130401779_8c30182e3e,two brown dogs in water
1130401779_8c30182e3e,two brown dogs running through water
1130401779_8c30182e3e,two brown dogs runs through water
1130401779_8c30182e3e,two dogs splash through water
1131155939_b4b457b05e,black dog runs into ocean next to pile of seaweed
1131155939_b4b457b05e,black lav runs into water on beach with swimmers in distance and sea kelp in foreground
1131155939_b4b457b05e,dog at shore of ocean with seaweed in foreground
1131155939_b4b457b05e,dog running in waves at beach
1131155939_b4b457b05e,pile of seaweed sits on sand behind it big black dog running in water
1131340021_83f46b150a,young boy runs while wearing sandals
1131340021_83f46b150a,little boy in striped shirt and brown shorts running
1131340021_83f46b150a,little boy in short sleeved shirt and shorts running outside
1131340021_83f46b150a,little boy wearing black pinstripe shirt and walking on deck
1131340021_83f46b150a,young boy running outside on pavement
1131800850_89c7ffd477,brown and white dog stands outside while it snows
1131800850_89c7ffd477,dog looking at something near water
1131800850_89c7ffd477,furry dog attempts to dry itself by shaking water off coat
1131800850_89c7ffd477,white and brown dog shaking self dry
1131800850_89c7ffd477,large brown and white dog shakes off water
1131804997_177c3c0640,two men sitting on ground and going through backpacks
1131804997_177c3c0640,two men sitting in front of railing looking at something
1131804997_177c3c0640,two men with backpacks placed in front of them sitting in front of railing
1131804997_177c3c0640,two men with backpacks sitting on cardboard along railing
1131804997_177c3c0640,two older men with backpacks sit at bus station
1131932671_c8d17751b3,boy jumping on bed
1131932671_c8d17751b3,boy jumped up from green bed
1131932671_c8d17751b3,boy jumps from one bed to another
1131932671_c8d17751b3,small child jumping on bed
1131932671_c8d17751b3,boy in blue shorts bouncing on bed
1132772170_600610c5df,child leaping from bed to bed behind back of man
1132772170_600610c5df,man standing with arms folded looking at something while person behind him jumping onto one of two beds in room
1132772170_600610c5df,man wearing yellow shirt standing in middle of two beds that boy jumping on in background
1132772170_600610c5df,young child jumping on bed as man looks other way
1132772170_600610c5df,man standing in bedroom with little boy jumping into bed
113678030_87a6a6e42e,snowboarder sits on slope with skiers and boarders nearby
113678030_87a6a6e42e,snowboarder takes rest on mountainside
113678030_87a6a6e42e,snowboarders sitting in snow while skiers take hill
113678030_87a6a6e42e,snowboarder sitting down
113678030_87a6a6e42e,two skiers stand two sit on slopes
1138784872_69ade3f2ab,girl in green walks down city street
1138784872_69ade3f2ab,small child in green clothing walks past store opening and woman in pink pants
1138784872_69ade3f2ab,small child walks down sidewalk
1138784872_69ade3f2ab,young boy walking in front of some stores
1138784872_69ade3f2ab,child in green one piece suit walking past store window
114051287_dd85625a04,boy dressed in soccer attire and holding shoes getting out of car
114051287_dd85625a04,boy in red soccer strip holding boots in hand whilst stepping out of car
114051287_dd85625a04,boy in glasses wearing red shirt
114051287_dd85625a04,child getting out of car wearing soccer shoes
