image,caption
584484388_0eeb36d03d,two daschunds play with red ball
584484388_0eeb36d03d,two little wiener dogs running on grass carrying red ball between them
2460823604_7f6f786b1c,boy baseball player in green and yellow jersey leaps for ball
2460823604_7f6f786b1c,boy chasing baseball
2460823604_7f6f786b1c,little boy playing baseball goes for ball on ground
2460823604_7f6f786b1c,young boy dives to catch ball during baseball game
2460823604_7f6f786b1c,boy in green and yellow shirt has glove on and going towards ball
121800200_bef08fae5f,group of climbers begin up sheer rock face
121800200_bef08fae5f,group of rock climbers climb rock wall in forest
121800200_bef08fae5f,many people climbing mountain surrounded by pretty green trees
121800200_bef08fae5f,people at distance trying to climb cliff
121800200_bef08fae5f,flat side of large rocky mountain
2422302286_385725e3cf,child sits in plastic toy car
2422302286_385725e3cf,little kid in toy car
2422302286_385725e3cf,small girl riding in play car
2422302286_385725e3cf,there child in red and yellow toy car
2422302286_385725e3cf,small child sitting in red and yellow toy car
3183883750_b6acc40397,two girls hold up card reading know what this
3183883750_b6acc40397,two kids smiling and holding card
3183883750_b6acc40397,two people pose for picure holding card that says know what this
3183883750_b6acc40397,two people smile at camera while holding sign
3183883750_b6acc40397,two teenage girls hold card referring to periods as they smile
3091912922_0d6ebc8f6a,dog runs holding yellow dog toy in fall bench in background
3091912922_0d6ebc8f6a,dog runs with yellow toy in mouth
3091912922_0d6ebc8f6a,tan dog running through grass with toy in mouth
3091912922_0d6ebc8f6a,brown dog running through grass with yellow toy in mouth
3091912922_0d6ebc8f6a,tan colored dog has yellow toy in mouth
2787868417_810985234d,blond girl in pink bathing suit running through sprinklers
2787868417_810985234d,girl in pink runs through sprinkler
2787868417_810985234d,girl runs through sprinklers on lawn
2787868417_810985234d,little girl in pink in running through sprinkler
2787868417_810985234d,little girl wearing pink dress running across grass
3670075789_92ea9a183a,child sliding into small pool
3670075789_92ea9a183a,girl in child swimming pool
3670075789_92ea9a183a,little girl sliding down short slide into inflatable paddling pool
3670075789_92ea9a183a,girl splashing in kiddie pool
3670075789_92ea9a183a,darkhaired girl sliding into white kiddie pool
3329169877_175cb16845,lone snowboarder wearing white jacket jumping into air on snowy mountains
3329169877_175cb16845,snowboarder flies through air in front of leafless trees
3329169877_175cb16845,snowboarder gets some air
3329169877_175cb16845,snowboarder in green pants and white jacket jumping high in air
3329169877_175cb16845,someone in green pants on white snowboard in air
751074141_feafc7b16c,boy being pulled on shovel
751074141_feafc7b16c,happy child play in scoop of shovel by chair in grassy backyard
751074141_feafc7b16c,little boy in red flowered shorts sitting on shovel
751074141_feafc7b16c,little boy smiling and riding in shovel
751074141_feafc7b16c,small boy in red shorts with blue flowers sitting on shovel in grass near tan chair
3445428367_25bafffe75,person standing on brick ledge taking picture of something in distance
3445428367_25bafffe75,woman takes photograph
3445428367_25bafffe75,woman with long hair pointing camera skyward as she stands on brick wall
3445428367_25bafffe75,woman holding camera and standing on brick wall
3445428367_25bafffe75,woman standing on brick wall and taking picture
3542418447_7c337360d6,black dog and brown dog with yellow foam soccer ball toy on grassy field
3542418447_7c337360d6,brown dog and black dog playing with yellow soccer ball
3542418447_7c337360d6,two dogs on lawn play with plastic toy in distorted photograph
3542418447_7c337360d6,two dogs one brown one black with yellow toy black dog has mouth open and brown dog has toy
3542418447_7c337360d6,two dogs run to catch yellow soccer ball
2730819220_b58af1119a,little girl ends up at bottom of slide
2730819220_b58af1119a,little girl just reaching bottom of playground slide
2730819220_b58af1119a,little girl lands at bottom of slide
2730819220_b58af1119a,young girl reaches bottom of slide
2730819220_b58af1119a,young girl sliding down tan plastic slide
3543378438_47e2712486,man dressed in green jacket playing piano while woman sings
3543378438_47e2712486,man sitting in front of harpsichord and woman preparing to sing
3543378438_47e2712486,person playing piano with singer nearby
3543378438_47e2712486,pianist and singer ready to perform
3543378438_47e2712486,man in green jacket playing piano next to woman who by music stand
2335619125_2e2034f2c3,big black dog bares teeth while running through snow
2335619125_2e2034f2c3,black dog running through snow
2335619125_2e2034f2c3,black dog running through snow
2335619125_2e2034f2c3,black dog with mouth open and tongue out runs across expanse of snow
2335619125_2e2034f2c3,black dog runs through snow
3520199925_ca18d0f41e,curly haired woman plays violin
3520199925_ca18d0f41e,red haired woman holding violin and boe
3520199925_ca18d0f41e,woman playing violin while surrounded by transparent walls and pictures
3520199925_ca18d0f41e,woman playing violin with posters in background
3520199925_ca18d0f41e,woman holding violin
3374722123_6fe6fef449,elderly woman wearing pink striped shirt
3374722123_6fe6fef449,older woman in pink striped shirt
3374722123_6fe6fef449,older woman with striped shirt rubbing chin
3374722123_6fe6fef449,woman in pink striped shirt with hand up
3374722123_6fe6fef449,older lady appears to be getting ready to cover mouth
3280672302_2967177653,boy carries teenager on back
3280672302_2967177653,boy struggles to carry girl on back
3280672302_2967177653,person wearing black shirt getting piggyback ride from person wearing black tshirt walkng on paved path in woods
3280672302_2967177653,teenage boy gives another teenage boy piggy back ride in forest
3280672302_2967177653,boy carrying other boy
3073579130_7c95d16a7f,man wears red bandanna
3073579130_7c95d16a7f,man with head covering
3073579130_7c95d16a7f,man wearing arab scarf with another man in background
3073579130_7c95d16a7f,white man in turban
3073579130_7c95d16a7f,man with facial hair wearing red and white palestinian style headscarf
99679241_adc853a5c0,grey bird stands majestically on beach while waves roll in
99679241_adc853a5c0,large bird stands in water on beach
99679241_adc853a5c0,tall bird standing on sand beside ocean
99679241_adc853a5c0,water bird standing at ocean edge
99679241_adc853a5c0,white crane stands tall as it looks out upon ocean
3759492488_592cd78ed1,boy hanging onto pole
3759492488_592cd78ed1,kid in green shirt playing in park
3759492488_592cd78ed1,little kid swings on pole at playground
3759492488_592cd78ed1,boy in green shirt swings with one arm on silver pole
3759492488_592cd78ed1,boy swinging on pole at beach
2875528143_94d9480fdd,girl wearing pink bounces on bed
2875528143_94d9480fdd,little girl in pink leotard jumping and landing in straddle split on blue bed
2875528143_94d9480fdd,young girl jumping with mouth open
2875528143_94d9480fdd,little girl in pink hello kitty shirt jumping
2875528143_94d9480fdd,girl in pink does midair leg splits
1052358063_eae6744153,boy takes jump on skateboard while another boy with skateboard watches
1052358063_eae6744153,child performing skateboard trick while another child with skateboard leans on wall
1052358063_eae6744153,little boy skateboarder doing trick on board while another young skateboarder watches
1052358063_eae6744153,young boy skateboarder jumping on platform on skateboard
1052358063_eae6744153,two skateboarders
111766423_4522d36e56,black and white bird eating seeds out of someone hand
111766423_4522d36e56,black and white bird standing on hand
111766423_4522d36e56,small bird sits in person hand and eats seeds
111766423_4522d36e56,black and white bird standing on hand of someone holding sunflower seeds
111766423_4522d36e56,small bird clinging to finger of hand holding seeds
2474918824_88660c7757,guy tries to climb stone cliff while friend helps him
2474918824_88660c7757,man in red shirt climbs rock while another man stands behind to help him
2474918824_88660c7757,man in red shirt learning how to climb cliff
2474918824_88660c7757,man in brown helping man in red climb rock
2474918824_88660c7757,man wearing brown sweatshirt helps man in red climb rock
3697675767_97796334e4,bicycle rider flies over hill while competitor not far behind
3697675767_97796334e4,dirt bike racer jumping off hill with another racer not far behind
3697675767_97796334e4,motocross rider slightly airborne on competition circuit jump
3697675767_97796334e4,person riding dirt bike in race on dirt track
3697675767_97796334e4,dirtbike rider jumps over hill of racetrack
241346317_be3f07bd2e,crowd standing and cheering at football game
241346317_be3f07bd2e,crowd of people watching football game with player wearing red and cheerleaders also wearing red
241346317_be3f07bd2e,football player grabbing ankle of another player who holding ball
241346317_be3f07bd2e,oklahoma football player about to score
241346317_be3f07bd2e,fans at football game cheer while player runs towards endzone
2694178830_116be6a6a9,athlete performs high jump
2694178830_116be6a6a9,woman athlete launching herself over bar during pole vault
2694178830_116be6a6a9,woman black pole vaulting
2694178830_116be6a6a9,woman pole vaulter upside down as she attempts vault
2694178830_116be6a6a9,woman with feet in air about to do pole vaulting
513116697_ad0f4dc800,lone skier jumping on side of snowy mountain
513116697_ad0f4dc800,skier jumps over gap
513116697_ad0f4dc800,skier doing flip while jumping
513116697_ad0f4dc800,skier does flip
513116697_ad0f4dc800,skier does high flip over snow in mountains
371364900_5167d4dd7f,black and brown dog jumping on blocks of concrete in water
371364900_5167d4dd7f,black dog carefully crosses over some water
371364900_5167d4dd7f,black dog looking at reflection in water
371364900_5167d4dd7f,black dog near dock looks into murky water
